	37_10_Double.KDKO_r1	37_10_MSN24.KO_r3	37_10_MSN24.KO_r1	37_10_Double.KDKO_r3	37_10_MSN24.KO_r2	37_10_Double.KDKO_r2	37_10_HSF1.KD_r1	37_10_Wildtype_r3	37_10_Wildtype_r1	37_10_HSF1.KD_r3	37_10_Wildtype_r2	37_10_HSF1.KD_r2
YKR072C	469	193	340	411	317	524	1517	1005	544	729	653	1588
YKR073C	0	0	0	2	0	0	0	0	0	0	1	3
YKR074W	285	312	270	327	251	257	479	437	198	294	209	780
YKR075C	12	14	10	18	10	10	39	12	11	13	3	26
YKR075W-A	1	1	0	1	1	1	12	0	1	6	0	4
YKR076W	111	240	109	271	146	150	216	234	87	308	268	593
YKR077W	636	502	692	664	568	572	1150	799	318	541	339	1007
YKR078W	102	90	63	113	52	88	113	59	37	44	33	151
YKR079C	193	27	37	238	27	191	158	31	27	96	13	170
YKR080W	1381	514	673	830	671	1063	820	193	272	314	123	750
YKR081C	29	5	3	60	4	28	18	2	1	8	3	45
YKR082W	679	482	413	801	329	571	747	511	297	398	157	765
YKR083C	19	34	8	28	10	6	10	0	3	4	1	23
YKR084C	132	193	123	204	101	106	85	40	51	69	49	163
YKR085C	465	348	302	477	292	378	267	95	107	308	254	880
YKR086W	227	121	112	271	101	202	194	77	56	95	70	295
YKR087C	254	320	251	289	247	197	207	97	115	141	107	292
YKR088C	236	489	372	513	302	312	222	252	134	215	87	312
YKR089C	456	357	486	496	422	458	1636	1459	717	849	451	1103
YKR090W	545	232	351	420	289	408	791	181	263	377	135	582
YKR091W	2091	1580	1758	1763	1963	1716	2832	3387	1154	1367	2341	5261
YKR092C	841	151	261	691	198	691	964	263	178	525	172	1075
YKR093W	7548	5685	6122	8438	4329	6188	7119	6007	2780	6494	1750	7429
YKR094C	602	1034	718	1491	576	821	566	370	315	493	357	1200
YKR095W	191	290	139	215	119	144	223	133	106	112	96	275
YKR095W-A	86	114	50	87	64	68	42	15	19	32	27	121
YKR096W	753	773	742	774	604	721	1188	794	574	742	412	1598
YKR097W	182	246	200	255	244	212	177	179	71	213	171	368
YKR098C	477	230	387	288	332	308	1980	870	678	756	274	1051
YKR099W	86	33	49	99	43	115	93	28	22	17	19	111
YKR100C	475	442	453	533	386	384	417	298	254	434	188	649
YKR101W	109	167	78	188	86	84	126	28	55	62	32	141
YKR102W	246	127	259	359	194	330	1322	1216	507	650	215	684
YKR103W	269	113	209	285	153	223	369	76	110	174	58	219
YKR104W	91	45	80	79	43	71	88	39	39	65	8	67
YKR105C	0	0	0	0	0	0	0	0	0	0	0	0
YKR106W	1	1	0	0	1	1	3	1	1	0	1	1
YLL001W	612	1020	855	1005	697	669	705	671	408	730	379	1343
YLL002W	212	204	219	250	211	251	267	286	124	124	144	359
YLL003W	210	249	183	206	167	204	221	105	90	94	80	256
YLL004W	208	183	151	209	96	165	123	79	63	62	36	151
YLL005C	8	8	0	10	5	4	5	6	0	2	0	5
YLL006W	450	515	525	505	402	406	618	513	350	521	185	805
YLL006W-A	0	0	0	1	0	0	0	2	0	0	0	0
YLL007C	185	153	107	275	118	168	299	321	117	157	76	381
YLL008W	164	12	21	126	17	154	70	21	19	19	7	67
YLL009C	46	58	27	68	20	23	32	11	12	47	35	102
YLL010C	237	162	314	269	231	291	798	1221	417	398	293	692
YLL011W	190	21	5	167	10	131	84	1	12	38	26	177
YLL012W	839	329	677	589	606	717	1158	148	301	313	170	720
YLL013C	316	218	394	361	320	473	1260	1806	543	691	278	655
YLL014W	60	139	67	246	86	72	24	14	10	68	26	75
YLL015W	323	288	394	375	323	292	517	287	265	337	119	440
YLL016W	425	483	336	632	293	459	573	527	198	419	229	869
YLL017W	4	5	1	7	5	7	6	10	2	7	7	17
YLL018C	4070	2375	3829	3751	3168	3671	5456	3006	2579	3287	1700	5358
YLL018C-A	236	120	225	246	148	260	408	385	248	339	264	920
YLL019C	1926	1629	2210	2230	2053	2254	6475	8769	2557	3867	2203	6727
YLL019W-A	0	1	0	0	1	0	0	0	0	0	0	0
YLL020C	30	33	27	38	27	27	55	88	26	43	32	87
YLL021W	683	511	719	558	577	547	915	489	312	177	156	413
YLL022C	103	81	76	87	57	69	90	24	43	56	25	104
YLL023C	1485	556	1029	1264	916	1459	15901	7384	3755	6900	3801	8637
YLL024C	569	12449	15127	1014	13137	725	705	10462	8128	450	7290	706
YLL025W	7	8	5	16	12	14	10	10	7	20	6	18
YLL026W	332	49834	46690	419	38844	267	4234	20082	21554	6103	18662	10887
YLL027W	717	259	240	891	222	658	939	232	117	599	203	1461
YLL028W	4044	3063	5815	3954	5281	3731	6276	3312	3050	4571	1818	4833
YLL029W	2051	1821	2298	1965	2140	1876	3645	2357	2010	2460	1553	3925
YLL030C	3	0	0	0	0	1	0	0	0	1	0	0
YLL031C	1792	1699	2592	2271	2045	2092	3032	3194	1585	1779	811	2344
YLL032C	273	373	334	366	243	342	416	352	211	189	157	408
YLL033W	120	147	100	207	88	96	99	32	30	71	10	97
YLL034C	201	12	28	135	14	136	154	7	8	20	7	79
YLL035W	314	125	198	362	158	358	470	279	170	244	125	569
YLL036C	238	176	148	227	115	198	299	267	121	198	137	408
YLL037W	2	4	17	0	18	3	7	72	18	2	11	6
