	37_10_Double.KDKO_r1	37_10_MSN24.KO_r3	37_10_MSN24.KO_r1	37_10_Double.KDKO_r3	37_10_MSN24.KO_r2	37_10_Double.KDKO_r2	37_10_HSF1.KD_r1	37_10_Wildtype_r3	37_10_Wildtype_r1	37_10_HSF1.KD_r3	37_10_Wildtype_r2	37_10_HSF1.KD_r2
YDR052C	336	418	317	498	255	343	451	191	140	146	184	375
YDR053W	14	16	13	12	14	24	10	4	6	9	2	15
YDR054C	461	593	617	615	539	573	667	1232	421	655	600	1471
YDR055W	4357	6425	5936	9289	4329	4706	5344	6489	2408	4850	3414	12381
YDR056C	306	566	286	468	261	292	274	135	141	199	120	551
YDR057W	279	379	245	338	202	218	255	172	123	170	143	416
YDR058C	157	117	141	136	130	148	237	136	84	158	123	332
YDR059C	123	399	338	302	251	151	203	417	134	327	222	576
YDR060W	291	56	41	270	28	191	164	29	36	46	7	126
YDR061W	468	478	461	502	346	295	283	110	146	249	142	514
YDR062W	1772	1647	1911	2705	1429	1492	2261	1055	961	1543	667	2355
YDR063W	154	233	145	238	131	159	343	447	129	210	184	601
YDR064W	11031	10200	11651	17921	8018	10604	14066	2850	5716	8632	2833	10644
YDR065W	99	103	63	129	59	68	43	31	18	24	28	100
YDR066C	40	48	29	50	22	39	40	17	18	30	24	88
YDR067C	86	198	69	198	61	89	73	73	34	64	56	207
YDR068W	55	122	42	120	38	35	61	3	16	28	14	69
YDR069C	432	397	330	729	278	535	688	982	324	506	282	1006
YDR070C	15	29	20	25	15	12	29	22	9	68	52	161
YDR071C	328	759	275	452	336	206	300	163	143	158	196	445
YDR072C	2833	863	2174	1803	1721	2624	4608	1834	1870	2923	1090	3555
YDR073W	1132	1221	829	1693	748	1338	1204	1412	517	864	516	1807
YDR074W	1151	974	1492	1277	1165	1102	27370	30160	12091	22705	8715	31324
YDR075W	110	66	45	107	31	74	41	10	12	25	4	69
YDR076W	30	23	10	48	21	22	17	6	3	9	4	13
YDR077W	27788	27167	43045	50721	42376	44984	98603	235668	41450	84191	78918	135598
YDR078C	11	30	3	31	3	13	16	2	2	8	1	6
YDR079C-A	2	9	3	14	3	1	0	0	0	1	0	6
YDR079W	1	4	4	4	4	1	5	0	1	3	0	5
YDR080W	307	370	242	352	248	319	537	461	221	251	222	593
YDR081C	524	534	463	556	417	487	563	429	276	253	162	614
YDR082W	70	139	68	110	49	53	34	17	16	31	26	84
YDR083W	29	7	2	33	8	34	45	3	8	11	2	39
YDR084C	660	695	796	668	668	483	853	389	343	676	308	913
YDR085C	327	601	311	554	266	275	877	1166	380	866	669	2210
YDR086C	76	112	62	99	47	50	92	14	21	33	20	94
YDR087C	15	17	6	33	2	14	11	3	3	5	3	16
YDR088C	32	53	21	50	35	22	51	23	14	22	20	64
YDR089W	292	273	259	455	186	315	701	648	321	551	122	646
YDR090C	341	435	443	637	409	329	331	157	162	273	117	339
YDR091C	1401	509	687	2341	365	1350	1702	470	405	692	149	1154
YDR092W	501	766	580	575	617	375	485	198	188	235	368	689
YDR093W	699	393	624	652	499	531	891	421	448	542	166	488
YDR094W	12	9	9	14	10	9	16	8	4	8	1	11
YDR095C	0	0	0	0	0	0	0	0	0	0	0	0
YDR096W	774	968	1159	1197	988	918	3147	5161	1500	2625	1446	4887
YDR097C	196	141	147	165	121	137	223	22	58	72	24	107
YDR098C	829	550	573	632	604	705	670	354	294	365	271	968
YDR098C-A	0	0	0	0	0	0	0	0	0	0	0	0
YDR098C-B	0	0	0	0	0	0	1	0	0	0	0	0
YDR099W	1263	2117	1733	1855	1481	1172	2316	2832	1340	1808	1769	4872
YDR100W	167	242	204	324	145	134	198	99	79	361	68	465
YDR101C	502	77	129	400	102	498	375	79	67	59	26	345
YDR102C	3	4	6	7	7	3	2	2	1	5	3	3
YDR103W	859	901	1015	1161	980	1052	1611	1232	740	863	421	1355
YDR104C	96	129	116	93	110	122	134	185	77	62	49	144
YDR105C	490	681	739	739	579	450	423	269	309	537	214	717
YDR106W	9	14	3	11	5	7	8	12	3	2	1	20
YDR107C	329	460	398	459	343	280	209	380	117	264	110	469
YDR108W	148	222	154	249	129	124	137	131	73	104	46	220
YDR109C	98	107	97	115	68	89	106	53	40	80	51	143
YDR110W	138	61	45	98	40	105	76	33	32	55	15	110
YDR111C	83	68	101	97	57	74	123	52	44	102	35	125
YDR112W	1	0	3	1	1	3	2	0	0	0	0	2
YDR113C	189	246	157	228	161	150	165	126	66	85	104	241
YDR114C	2	3	5	4	4	4	8	2	1	2	1	3
YDR115W	189	279	168	321	157	130	148	83	69	182	164	442
YDR116C	283	328	235	406	172	185	224	140	91	217	135	539
YDR117C	252	321	224	301	206	198	192	123	69	135	74	339
YDR118W	68	108	68	114	54	50	50	12	18	26	11	52
YDR118W-A	4	14	14	14	7	13	4	8	4	4	3	4
YDR119W	1075	700	946	1360	672	1009	1291	536	594	960	272	992
YDR119W-A	31	30	20	44	12	10	164	21	28	156	47	166
YDR120C	171	42	46	154	27	100	62	17	22	47	11	105
YDR121W	122	135	97	148	81	114	133	47	47	32	25	82
YDR122W	1520	1056	2012	1016	1933	1586	7956	4466	3576	3213	1364	4203
YDR123C	376	289	369	357	346	496	589	876	246	312	283	724
YDR124W	94	87	79	104	76	80	147	108	62	87	45	140
YDR125C	102	153	117	248	81	118	229	350	101	314	137	492
YDR126W	70	52	58	113	70	68	76	47	31	49	25	119
YDR127W	3846	1779	3038	4328	2204	3360	3917	1079	1427	1769	549	2313
YDR128W	513	441	581	454	463	372	639	209	304	377	200	595
YDR129C	1316	857	1264	1128	1101	1066	3169	1437	1793	3441	1306	4260
YDR130C	278	354	246	282	259	213	289	244	132	165	188	436
YDR131C	257	352	311	367	269	363	394	531	208	304	159	549
YDR132C	106	152	90	147	83	114	62	55	24	22	25	54
YDR133C	3555	6103	5020	8874	4230	3566	7761	13064	4889	20336	4205	22982
YDR134C	2479	1785	2952	2414	2196	1755	9960	12399	3762	10324	4832	12163
YDR135C	777	691	883	1038	717	666	793	324	447	477	191	547
YDR136C	0	0	0	0	1	2	0	0	0	0	0	0
YDR137W	222	287	139	272	130	149	187	157	65	112	64	345
YDR138W	362	364	250	483	288	368	416	277	205	219	124	399
YDR139C	8	27	4	20	8	7	12	5	5	7	3	10
YDR140W	203	447	217	328	195	167	163	105	66	115	76	263
YDR141C	1096	1136	1205	1445	1058	1126	1690	974	733	877	440	1545
YDR142C	159	230	197	284	176	168	210	173	82	153	92	308
YDR143C	675	269	512	645	362	679	1197	957	467	664	306	929
YDR144C	964	396	556	1077	472	853	705	254	237	343	101	516
YDR145W	629	627	518	703	488	703	795	660	325	413	355	935
YDR146C	500	581	570	580	454	492	1002	1685	470	501	409	1120
YDR147W	523	465	435	536	402	563	598	330	239	282	140	590
YDR148C	1175	971	1260	1361	952	1069	2791	1900	1138	2466	1057	3984
YDR149C	0	0	1	0	0	2	0	0	0	0	1	0
YDR150W	987	1208	1398	1335	1066	1027	1725	2309	998	1084	788	1974
YDR151C	136	809	616	325	532	179	289	791	286	243	324	392
YDR152W	420	548	289	541	296	290	370	175	129	265	111	609
YDR153C	485	350	281	491	288	516	681	678	312	414	488	1050
YDR154C	2280	9268	10949	4246	8111	1937	4678	8792	5007	4840	4704	7422
YDR155C	2566	9739	11334	3430	8871	2183	3983	8325	5801	4773	5385	8054
YDR156W	413	140	297	595	266	406	825	316	278	363	275	576
YDR157W	754	141	430	326	332	462	1332	658	431	394	310	922
YDR158W	2685	4217	3992	4699	3017	2687	1949	1349	1365	1961	1071	3268
YDR159W	288	320	221	375	235	349	429	384	179	226	209	564
YDR160W	353	273	260	420	267	348	367	186	181	360	106	502
YDR161W	160	74	45	184	50	114	108	9	20	50	8	89
YDR162C	162	225	102	182	79	98	86	36	29	47	46	123
YDR163W	46	47	30	24	25	29	44	8	12	27	16	75
YDR164C	341	393	259	573	276	351	424	299	176	309	213	653
YDR165W	435	123	103	566	82	362	324	62	102	116	48	299
YDR166C	259	323	205	358	185	249	281	300	142	244	95	459
YDR167W	59	88	31	73	51	51	26	15	18	31	26	91
YDR168W	151	440	116	297	142	130	121	35	53	119	59	264
YDR169C	1536	1035	1597	1343	1407	1645	3193	5163	1340	1339	1376	3619
YDR169C-A	13	11	16	9	14	12	8	8	3	12	6	20
YDR170C	1527	1300	1533	1542	1109	1318	2001	1981	943	949	545	1924
YDR170W-A	1	4	2	5	0	0	1	2	0	0	0	0
YDR171W	122	28757	37742	149	34621	129	6509	76520	30308	6214	31990	13794
YDR172W	1895	761	785	2102	647	1690	1570	587	446	980	488	2811
YDR173C	90	110	65	88	56	52	100	16	33	62	28	135
YDR174W	2719	2684	2956	2789	2365	2266	3819	4516	1878	2548	2648	5557
YDR175C	156	233	131	211	144	158	165	83	98	132	82	298
YDR176W	242	328	212	294	176	218	274	207	115	123	136	309
YDR177W	397	494	310	426	290	253	443	162	147	316	273	863
YDR178W	1690	991	1909	1539	1426	1201	8662	7121	2737	3777	2049	4769
YDR179C	11	27	13	14	11	4	4	0	3	4	2	14
YDR179W-A	68	81	58	84	49	71	47	16	26	43	23	68
YDR180W	154	307	261	284	200	196	182	119	82	57	47	138
YDR181C	63	100	62	127	36	47	41	17	10	39	29	80
YDR182W	397	508	505	510	385	319	533	359	273	404	196	638
YDR182W-A	4	2	3	7	2	3	4	2	2	1	0	3
YDR183C-A	2	0	0	11	0	5	2	2	3	1	0	2
YDR183W	38	126	33	78	23	32	20	5	3	16	7	38
YDR184C	82	12	14	71	14	76	74	15	14	14	14	97
YDR185C	17	6	14	17	9	24	109	108	63	165	98	330
YDR186C	1075	1245	1160	1627	938	1203	1665	2398	765	1069	798	2325
YDR187C	0	0	2	0	0	0	0	0	0	0	0	1
YDR188W	1682	903	1839	1019	1583	1021	1710	307	721	781	598	1373
YDR189W	1124	999	935	1232	828	1061	1233	1474	577	708	496	1695
YDR190C	1576	676	849	1130	714	1232	1157	159	384	667	429	1668
YDR191W	191	153	128	150	135	148	154	53	59	60	40	168
YDR192C	485	265	379	494	291	484	828	431	278	377	251	796
YDR193W	3	3	0	1	1	0	6	2	2	8	1	7
YDR194C	494	839	531	828	401	472	547	207	215	251	247	817
YDR194W-A	0	1	0	0	0	0	0	0	0	0	0	0
YDR195W	168	184	159	183	132	125	206	168	89	112	130	400
YDR196C	41	80	22	67	23	18	38	7	7	39	17	73
YDR197W	202	226	152	334	122	223	309	335	143	316	193	754
YDR198C	138	135	93	148	87	130	79	39	40	45	35	152
YDR199W	0	0	0	0	0	1	0	0	0	0	0	0
YDR200C	278	282	239	306	243	280	533	741	200	235	365	813
YDR201W	26	57	25	35	12	10	12	2	4	7	10	24
YDR202C	173	407	169	289	195	189	313	565	166	359	269	946
YDR203W	2	0	1	2	1	0	4	6	2	1	0	4
YDR204W	508	428	493	413	439	295	1223	500	542	1017	286	1348
YDR205W	546	528	600	766	564	529	810	689	317	484	230	737
YDR206W	982	711	928	1142	918	1211	1198	884	569	606	398	1281
YDR207C	600	721	1070	580	902	717	946	1104	486	403	535	763
YDR208W	1466	1405	1544	1472	1374	1497	2639	3057	1110	1219	920	2829
YDR209C	0	0	0	0	0	0	3	0	0	0	0	0
YDR210C-C	0	0	0	0	0	0	0	0	0	0	0	0
YDR210C-D	0	0	2	0	0	5	4	6	2	0	0	6
YDR210W	473	1122	606	941	877	853	301	253	184	260	428	751
YDR210W-A	0	0	0	0	0	0	0	0	0	0	0	0
YDR210W-B	1	0	0	3	0	2	2	1	0	0	1	1
YDR211W	358	439	253	727	161	309	261	89	96	149	83	333
YDR212W	1562	1527	1756	1758	1386	1221	1553	435	739	923	409	1400
YDR213W	109	91	136	92	116	121	130	57	50	54	36	81
YDR214W	424	18573	17887	760	14586	527	667	13419	7357	624	8368	1224
YDR215C	0	1	2	3	2	4	3	8	0	5	4	8
YDR216W	634	1628	1341	1361	924	610	830	3093	933	1212	847	1909
YDR217C	86	104	64	95	61	70	92	34	38	47	42	134
YDR218C	8	4	1	7	2	11	6	1	0	0	3	11
YDR219C	271	483	278	393	187	222	327	260	165	196	108	395
YDR220C	1	0	1	3	1	1	3	2	2	2	5	1
YDR221W	174	173	189	190	138	110	171	53	70	120	46	135
YDR222W	579	2725	2342	958	1359	541	330	167	290	158	99	227
YDR223W	20	15	22	27	12	20	51	19	13	52	22	87
YDR224C	5270	5892	3963	4259	4212	4225	5817	4162	2221	2404	3124	10618
YDR225W	1170	1467	1025	1687	743	736	436	91	176	773	263	1530
YDR226W	6513	4243	4650	5850	4107	4378	5027	783	1837	3496	1812	7258
YDR227W	207	240	164	253	172	217	326	226	106	131	100	295
YDR228C	181	147	146	264	128	227	295	285	115	149	123	356
YDR229W	270	238	193	249	191	178	368	144	136	248	177	517
YDR230W	3	2	3	1	2	0	7	4	3	10	1	8
YDR231C	485	308	394	339	308	221	582	155	248	525	326	1105
YDR232W	5121	1346	4006	3373	2705	4137	6952	3363	2448	3634	1535	5787
YDR233C	6390	6071	7819	11702	6420	7787	12131	11866	5697	8869	5654	13261
YDR234W	534	124	359	511	215	436	704	111	228	348	97	432
YDR235W	131	171	110	173	95	123	122	49	47	79	30	172
YDR236C	397	479	392	471	350	237	215	53	80	279	83	347
YDR237W	179	231	166	280	174	175	149	210	72	148	128	408
YDR238C	1438	1871	1611	2396	1305	1619	1463	912	760	1145	738	2165
YDR239C	198	195	162	238	150	179	282	122	117	146	82	260
YDR240C	110	166	72	147	64	111	76	53	35	50	39	155
YDR241W	0	0	0	1	0	3	0	0	0	0	0	0
YDR242W	276	329	263	274	300	280	196	92	91	124	127	293
YDR243C	58	61	51	55	41	35	60	31	26	52	11	53
YDR244W	306	302	232	292	224	226	407	168	164	175	143	456
YDR245W	297	436	269	533	214	203	152	62	74	119	59	284
YDR246W	194	274	196	236	225	161	224	241	136	226	261	542
YDR246W-A	19	17	42	14	49	22	77	54	44	40	13	43
YDR247W	571	470	969	521	710	460	2401	2163	1096	1232	404	1191
YDR248C	82	95	61	84	53	53	31	29	10	67	45	217
YDR249C	193	175	186	297	168	264	684	458	280	424	127	663
YDR250C	2	1	1	1	1	0	0	0	0	2	1	2
YDR251W	789	1289	1114	1797	1012	1047	2681	2319	1227	1970	1292	2961
YDR252W	80	114	75	151	58	60	72	11	16	56	19	72
YDR253C	11	17	9	12	10	10	18	4	4	0	1	5
YDR254W	118	153	88	165	62	62	92	50	52	74	32	162
YDR255C	229	171	173	181	213	205	532	540	237	296	88	415
YDR256C	65	26	42	48	41	52	128	199	50	161	104	308
YDR257C	437	365	210	520	228	349	341	73	94	195	42	377
YDR258C	120	19525	12598	184	9882	107	1447	12692	7742	1852	7208	3009
YDR259C	336	106	157	264	143	408	752	338	122	221	122	485
YDR260C	41	55	38	43	27	19	19	7	11	11	9	29
YDR261C	426	494	484	714	373	500	441	501	252	489	207	622
YDR261C-C	0	0	0	0	0	0	0	0	0	0	0	0
YDR261C-D	0	1	0	0	0	1	1	1	0	0	0	0
YDR261W-A	0	0	0	0	0	0	0	0	0	0	0	0
YDR261W-B	0	0	0	2	0	0	1	0	0	0	0	0
YDR262W	538	705	562	798	449	416	906	540	383	831	244	1767
YDR263C	30	64	24	40	10	10	25	25	15	20	7	48
YDR264C	1565	2095	2251	2430	1841	1658	1376	973	808	1204	519	1573
YDR265W	264	255	240	272	207	203	212	131	132	146	112	329
YDR266C	1121	580	656	1105	567	1113	1454	1019	512	716	446	1576
YDR267C	40	54	20	56	15	20	19	3	6	18	4	25
YDR268W	28	111	41	122	48	41	25	7	13	39	16	54
YDR269C	0	1	0	1	5	1	2	1	0	0	0	4
YDR270W	233	338	277	353	294	214	206	166	100	195	91	242
YDR271C	2	2	2	4	2	2	1	11	1	5	0	11
YDR272W	183	180	112	174	136	118	169	81	69	232	111	482
YDR273W	49	28	31	39	36	30	76	61	29	60	35	102
YDR274C	0	0	0	1	0	0	1	0	0	0	0	1
YDR275W	48	74	40	68	33	47	52	23	27	77	36	142
YDR276C	3285	3607	5241	5032	6559	4532	7205	5734	4884	11550	7656	13776
YDR277C	145	43	69	104	49	89	1384	399	313	461	134	500
YDR278C	0	0	0	1	0	1	0	0	0	0	0	0
YDR279W	186	256	181	232	187	195	223	129	98	93	85	301
YDR280W	187	246	89	277	91	93	82	12	32	60	37	166
YDR281C	0	0	0	1	1	0	0	0	0	0	0	0
YDR282C	98	206	102	145	86	90	73	54	43	101	66	221
YDR283C	512	427	413	568	401	400	467	168	207	284	163	519
YDR284C	318	552	494	557	397	351	387	465	256	336	187	528
YDR285W	21	36	19	35	21	20	22	11	12	15	18	29
YDR286C	12	58	18	38	14	12	9	2	4	9	6	24
YDR287W	225	190	167	172	157	146	218	115	111	177	107	360
YDR288W	66	80	25	97	31	54	56	28	27	59	16	121
YDR289C	52	65	31	65	19	28	49	13	8	28	14	47
YDR290W	0	0	0	0	0	0	0	0	0	0	0	0
YDR291W	236	287	225	376	229	284	238	190	110	151	111	345
YDR292C	415	525	348	559	282	316	486	218	159	216	106	477
YDR293C	4037	3630	5175	5623	4196	4986	12025	14998	5668	8163	4602	13340
YDR294C	2304	2303	2651	3087	2045	2359	3431	2091	1669	2544	1430	3969
YDR295C	220	222	160	285	157	190	278	94	112	139	78	289
YDR296W	777	530	503	508	518	558	962	404	330	525	439	1256
YDR297W	2086	855	1561	1663	1223	1488	3438	568	1024	1566	357	1684
YDR298C	1451	1760	1279	2302	1122	996	1018	391	412	1266	443	2153
YDR299W	96	10	6	83	5	77	47	3	7	12	2	85
YDR300C	207	94	112	184	96	140	122	22	34	54	18	93
YDR301W	305	279	239	406	267	300	279	156	150	234	126	409
YDR302W	92	147	109	153	75	91	114	104	71	67	37	90
YDR303C	452	545	450	710	335	431	604	475	233	251	128	451
YDR304C	880	1382	1330	1337	1132	893	1171	1082	846	1141	789	1754
YDR305C	198	206	147	189	140	152	193	147	103	137	99	301
YDR306C	105	278	142	245	156	100	160	96	59	191	117	414
YDR307W	420	663	538	651	412	363	530	330	238	489	227	627
YDR308C	35	75	33	58	13	15	16	5	6	10	9	49
YDR309C	951	1917	1472	2432	1261	1235	1045	1228	452	605	568	1412
YDR310C	1090	706	797	1221	612	1022	1597	784	537	744	377	1261
YDR311W	162	163	87	195	90	127	187	80	65	80	51	196
YDR312W	53	41	32	71	19	75	33	12	17	8	19	49
YDR313C	152	557	342	259	340	177	209	633	169	220	272	576
YDR314C	94	138	80	114	98	78	98	79	43	90	51	174
YDR315C	85	157	82	165	91	104	137	65	43	72	47	162
YDR316W	79	89	25	68	20	17	31	5	11	20	8	43
YDR316W-A	0	0	0	0	0	0	0	0	0	0	0	0
YDR316W-B	0	0	1	0	0	0	0	1	0	0	0	0
YDR317W	22	16	7	22	9	12	5	1	6	4	2	19
YDR318W	73	144	60	133	51	56	46	24	17	35	32	144
YDR319C	104	242	194	288	117	122	192	207	81	148	79	247
YDR320C	742	490	529	901	550	876	1539	1495	541	984	657	2150
YDR320C-A	21	35	18	54	8	11	16	4	4	20	7	34
YDR320W-B	9	10	13	18	6	15	18	6	8	24	6	32
YDR321W	1664	531	1126	1521	790	1430	1809	323	777	1200	214	1169
YDR322C-A	88	168	87	315	105	95	36	31	19	107	135	337
YDR322W	304	354	220	435	230	271	269	429	120	302	179	728
YDR323C	95	149	102	154	85	103	81	38	29	70	32	154
YDR324C	207	14	24	259	14	145	119	6	14	29	12	125
YDR325W	110	113	69	144	67	88	106	48	35	62	23	96
YDR326C	1140	1009	1498	1394	1196	1326	1985	2237	951	924	511	1393
YDR327W	2	0	2	2	1	0	3	0	0	0	0	0
YDR328C	732	934	675	893	772	699	539	267	342	768	679	1648
YDR329C	165	285	244	206	197	125	223	238	128	191	159	428
YDR330W	541	806	727	620	678	567	729	1232	471	664	732	1901
YDR331W	240	196	191	258	183	197	245	113	107	148	83	218
YDR332W	126	127	91	147	104	98	174	71	60	112	47	204
YDR333C	1200	836	988	975	995	1291	1724	913	732	739	364	1640
YDR334W	265	362	272	265	175	211	312	204	159	244	128	378
YDR335W	861	839	946	1096	818	842	1751	1267	861	1010	388	1378
YDR336W	91	140	67	131	65	66	58	26	22	57	14	111
YDR337W	584	714	407	839	434	417	380	137	130	401	259	1001
YDR338C	213	296	389	365	261	254	253	173	195	248	93	279
YDR339C	236	139	70	246	83	169	134	58	47	75	64	232
YDR340W	3	0	0	0	0	0	0	0	0	0	0	1
YDR341C	1236	769	913	1494	651	1036	974	388	440	569	233	915
YDR342C	1	0	0	0	0	0	3	1	3	10	2	3
YDR343C	0	0	0	0	0	0	0	0	0	0	0	1
YDR344C	15	12	24	27	26	15	20	5	16	8	1	5
YDR345C	497	214	549	497	360	231	2385	783	1245	1317	158	970
YDR346C	259	327	199	364	202	235	209	138	123	239	140	606
YDR347W	695	680	665	861	573	637	797	653	365	712	347	1565
YDR348C	900	696	845	1051	627	839	1158	743	433	758	432	1294
YDR349C	1346	2012	2302	2027	1882	1663	1746	1669	895	1025	695	1704
YDR350C	335	461	380	747	341	474	497	377	232	508	231	821
YDR351W	386	438	287	550	279	342	472	439	198	278	192	707
YDR352W	412	320	498	427	411	349	237	163	123	213	88	357
YDR353W	2057	1568	2076	1864	1867	1507	2893	1364	1472	2516	1838	5222
YDR354C-A	0	0	0	1	1	1	1	1	0	0	1	2
YDR354W	1923	1197	2018	2132	1579	1869	1524	566	791	962	382	1352
YDR355C	0	0	2	0	0	0	0	0	0	0	0	0
YDR356W	38	67	31	60	30	35	24	22	11	12	23	38
YDR357C	2	49	8	63	8	5	9	2	1	10	2	15
YDR358W	277	561	329	456	306	347	878	1205	514	887	748	2013
YDR359C	420	260	299	510	229	443	943	854	315	420	261	790
YDR360W	3	3	4	3	2	6	10	12	2	4	1	8
YDR361C	47	49	27	64	16	32	48	20	16	22	8	38
YDR362C	172	191	174	197	143	132	117	20	60	94	44	187
YDR363W	76	164	49	131	64	57	73	46	31	54	29	177
YDR363W-A	16	89	22	52	19	9	13	3	6	7	3	22
YDR364C	221	125	101	201	99	175	174	101	84	149	41	278
YDR365C	39	13	9	53	4	36	45	11	3	8	5	22
YDR365W-A	0	0	0	0	0	0	0	0	0	0	0	0
YDR365W-B	0	0	1	0	0	0	0	0	0	0	0	0
YDR366C	0	0	0	2	0	0	0	0	0	2	0	0
YDR367W	186	251	173	325	145	195	221	60	97	150	57	250
YDR368W	648	1073	684	1067	659	610	536	262	288	625	260	1137
YDR369C	110	222	117	195	100	127	150	69	66	82	48	239
YDR370C	154	210	114	252	102	123	99	48	31	57	36	192
YDR371C-A	0	1	0	1	0	0	0	1	1	0	0	0
YDR371W	107	186	83	199	77	75	84	28	39	71	33	149
YDR372C	169	227	132	291	114	158	190	91	53	106	38	232
YDR373W	115	314	135	222	113	105	43	40	24	84	46	176
YDR374C	0	2	4	2	0	0	2	2	1	0	0	1
YDR374W-A	9	54	5	43	6	6	2	0	0	4	3	6
YDR375C	680	558	564	759	493	595	811	536	364	782	370	1680
YDR376W	187	244	191	280	167	162	135	110	81	174	91	320
YDR377W	221	569	231	449	175	152	124	80	64	208	162	520
YDR378C	64	198	73	164	41	38	49	5	14	31	11	73
YDR379C-A	113	322	135	255	111	99	119	70	38	96	39	255
YDR379W	225	295	200	342	183	232	393	396	178	242	204	559
YDR380W	17981	18675	21130	23333	16915	18686	14191	6757	6488	9222	6003	18470
YDR381C-A	59	111	60	129	47	47	83	35	34	119	120	336
YDR381W	1055	1271	1153	1131	932	709	1520	836	828	1031	863	2046
YDR382W	6494	10177	8075	15107	6442	7118	6071	2723	3119	6704	3596	9099
YDR383C	30	38	15	30	10	15	12	7	4	13	7	46
YDR384C	720	540	877	946	547	506	925	344	312	479	167	503
YDR385W	4	6	2	3	1	3	7	0	6	4	1	3
YDR386W	74	147	97	95	57	50	55	24	32	32	24	85
YDR387C	629	656	852	858	642	606	1325	915	580	1154	310	1373
YDR388W	1886	561	1968	919	1781	1594	6527	2558	2961	3157	2242	4029
YDR389W	559	553	716	784	595	735	1320	1879	610	723	371	1191
YDR390C	588	624	453	810	420	653	761	667	314	438	299	1065
YDR391C	97	137	100	129	74	78	362	442	159	407	253	974
YDR392W	204	237	133	207	158	176	150	104	98	150	156	426
YDR393W	97	90	58	119	42	70	49	30	16	50	33	112
YDR394W	2119	3250	3149	2181	2751	1753	2030	1351	1277	1370	1326	3082
YDR395W	1557	1116	1256	2469	952	1731	1516	684	642	916	279	1612
YDR396W	0	0	0	0	0	0	0	0	0	0	0	0
YDR397C	237	268	123	320	118	115	220	30	52	148	107	414
YDR398W	303	48	38	280	41	241	269	20	44	96	22	250
YDR399W	154	41	46	184	44	145	315	49	52	168	54	545
YDR400W	763	739	821	932	810	835	620	235	287	428	221	827
YDR401W	24	9	19	15	10	12	33	18	11	28	11	48
YDR402C	39	17	20	58	20	36	48	61	20	49	9	49
YDR403W	24	58	25	51	25	17	27	19	13	42	11	44
YDR404C	980	913	1014	1297	766	1022	1171	806	483	860	388	1448
YDR405W	629	365	513	559	485	631	929	969	449	508	724	1667
YDR406W	818	620	1058	811	805	742	1995	2090	808	5431	1570	6604
YDR406W-A	26	29	14	25	26	21	48	36	29	109	2	70
YDR407C	978	1210	1290	1473	1014	1230	1593	1222	727	832	396	1342
YDR408C	789	545	632	584	597	537	599	257	300	491	264	857
YDR409W	521	308	460	456	362	496	822	733	399	406	301	829
YDR410C	232	463	422	467	366	300	186	132	128	176	108	270
YDR411C	1592	1095	1745	1844	1430	1605	2523	971	1022	1562	596	2028
YDR412W	16	3	2	15	0	7	18	0	3	2	0	13
YDR413C	0	0	1	0	1	0	0	1	0	0	0	0
YDR414C	769	437	742	791	593	798	1385	912	525	517	218	677
YDR415C	186	259	235	281	185	181	190	113	114	204	119	352
YDR416W	178	146	133	132	102	114	202	78	90	106	41	212
YDR417C	1	1	0	1	1	2	4	0	0	1	0	0
YDR418W	2995	3237	2741	4835	2518	2662	2175	731	1153	2055	848	3677
YDR419W	162	130	121	180	111	113	206	52	60	110	57	182
YDR420W	773	494	789	1011	724	1209	1632	1473	597	685	392	1088
YDR421W	419	482	473	477	417	458	465	408	252	307	338	852
YDR422C	595	609	702	794	557	716	1287	1337	654	964	544	1536
YDR423C	338	470	386	413	329	305	419	334	248	281	257	635
YDR424C	20	52	16	47	17	7	7	1	4	12	13	24
YDR425W	405	506	463	497	452	440	1101	1959	507	549	392	1151
YDR426C	0	1	0	2	0	0	0	0	0	1	0	1
YDR427W	544	2348	1105	1392	957	658	480	481	436	408	472	1129
YDR428C	79	116	63	159	70	73	54	23	25	49	21	112
YDR429C	675	349	317	566	290	462	318	129	123	265	207	690
YDR430C	587	503	636	581	590	510	1084	913	571	766	413	1564
YDR431W	3	1	4	1	2	0	2	3	0	2	0	2
YDR432W	2054	1367	3001	1418	2666	1834	4121	3605	1963	1934	2366	4223
YDR433W	0	0	0	0	1	0	0	0	0	0	0	0
YDR434W	385	638	504	706	430	442	326	270	193	305	174	531
YDR435C	445	720	532	662	448	402	583	319	300	672	373	1146
YDR436W	567	460	862	529	712	641	3431	3453	1438	1779	1180	2735
YDR437W	93	98	108	185	92	103	164	35	41	93	61	181
YDR438W	268	151	200	336	162	180	438	80	126	236	39	236
YDR439W	113	134	77	136	91	134	143	105	57	78	71	201
YDR440W	118	95	58	126	57	110	88	60	37	52	28	118
YDR441C	544	418	426	819	285	454	425	151	166	238	56	284
YDR442W	1	0	0	2	1	1	3	2	0	0	1	2
YDR443C	624	469	608	662	602	690	1490	1059	574	672	483	1407
YDR444W	145	134	126	174	96	121	150	50	57	145	50	237
YDR445C	1	1	0	0	0	0	3	2	2	4	0	2
YDR446W	6	7	4	3	3	1	4	2	1	2	5	5
YDR447C	83	59	41	83	39	47	34	16	19	39	26	82
YDR448W	115	149	106	117	105	76	108	50	48	70	53	160
YDR449C	119	17	15	121	19	103	75	9	10	25	6	75
